,Open,High,Close,Volume
0,0.3825516816299759,0.3867906425926304,0.39265148325781785,-0.18795323705538225
1,0.39944985149454637,0.3911589083092053,0.38291883949089645,0.35988052367460144
2,0.40461359693588994,0.40224301111384775,0.40760980806267066,-0.29637427911255854
3,0.41335454574094666,0.41521408584367725,0.4137638335829854,-0.2440302458919742
4,0.41818900886429144,0.4099691953744564,0.41609966808704657,-0.27382071733780444
5,0.4128456548858579,0.40785935274944385,0.4161595612794582,-0.3698473963297758
6,0.42055385460264594,0.411514432226578,0.40793922062093557,-0.4354723240959544
7,0.4194612360020138,0.4101772080276267,0.4189296214285052,0.024367285366922564
8,0.41862306282892625,0.4181856951746805,0.4173125052333859,-0.33072850411692545
9,0.43686829672167327,0.4281405864335417,0.41572533563447256,0.15193288684338424
10,0.41889247563456156,0.42903206923284265,0.43493607710056503,-0.08896006802194956
11,0.45060834980907427,0.4405173392971704,0.4262216176046447,0.8674421478410415
12,0.4559966059217806,0.447099453965343,0.4453874391764281,0.11588696890646699
13,0.45288339127888366,0.4512299909354376,0.4509575060707276,1.9803540878759245
14,0.48790705601147444,0.4950017963811164,0.4947993229161822,1.0013671686224375
15,0.48027369318514057,0.47853908068735795,0.48810625866416113,-0.26499658983215024
16,0.49224759565782117,0.48384340334319886,0.4856356644771733,-0.2875677315512748
17,0.4817853983723164,0.4792671249734539,0.4865041157671448,-0.29070047763806695
18,0.45686471385105,0.4722095528123209,0.4777896562712245,-0.2901042663818504
19,0.4612950577659418,0.4610660178210584,0.4613340016560761,-0.16597529288772506
20,0.4578226260488645,0.45243349271449373,0.4627564649758569,-0.4577300405211622
21,0.453033065059792,0.4541570261264758,0.45068798670487453,-0.234232189468204
22,0.43815549123748654,0.4406807778103756,0.4489061642306227,-0.19528306928955863
23,0.42267922229154675,0.4187800170408811,0.427748894011146,-0.26603882939124823
24,0.4098521792676877,0.4161650008295983,0.42396064959109836,-0.2709546841213163
25,0.39343296550202433,0.4035802353127991,0.40870285882418633,-0.16454981054135398
26,0.38448247340369557,0.390921179562725,0.38905789171310845,0.012029680407827481
27,0.3832850831564276,0.3911440502625503,0.39590068894615915,0.05181058309725173
28,0.39678565819437495,0.3880981506982719,0.3767348673743758,-0.14872334005093646
