,Open,High,Close,Volume,MA5,MA10,MA20,VMA5,VMA10,VMA20,price_change
949,-0.22727917130364728,-0.2322847293352912,-0.23101632932649774,-0.4278054592139926,-0.2279130784078578,-0.23195223149050037,-0.2778732031985591,-0.29689855661684583,-0.1367803170788926,0.2532414451416489,-2.3164467768758223
948,-0.23563096827834196,-0.23281961901487191,-0.23446018789017764,-0.40655733387976645,-0.2301205129492595,-0.23086323972329914,-0.2715778491062705,-0.33977731712186976,-0.18856898988621984,0.2340008042904007,-7.599971160064623
947,-0.2317095152185391,-0.23628154388549083,-0.23353184340779443,-0.5405988845781315,-0.23127065523406032,-0.2315118414223335,-0.26531846418389393,-0.3812162302117609,-0.2767091536951055,0.19021441198213962,0.7820411562668055
946,-0.23393965455407584,-0.23855482502370828,-0.24462705730208456,-0.15612700805146817,-0.23466417400666273,-0.2328315137014313,-0.2600782057423543,-0.3771940608625942,-0.2974792578312282,0.1756350167978249,-22.44092935075704
945,-0.24432701494912623,-0.24259621371387285,-0.23857784486849054,-0.3497891820873582,-0.2363145083788638,-0.23277009875995236,-0.2546760860362113,-0.3761321583243613,-0.3345024487602938,0.1727535927459536,10.728534852871565
944,-0.24375825458167388,-0.24451290173236995,-0.24265058195249445,-0.44106927609934143,-0.23864174940826544,-0.23310114027377826,-0.24963215931377425,-0.3787851063212502,-0.33719860068130525,0.16945681989474437,-8.886140253488195
943,-0.24512028598794133,-0.24329454190665856,-0.24175218406631716,-0.38773574315277015,-0.2401003933996665,-0.23493460096573726,-0.24476508101007033,-0.3750205261970626,-0.35677468893461384,0.15999134541044158,0.7432292672902012
942,-0.24582375275821133,-0.23192813621557085,-0.22625482052975787,-0.20437993707501523,-0.23864474457046547,-0.2347818125747405,-0.2397226530030464,-0.30777205684584874,-0.3438573749009052,0.14921706003792212,28.7498921780789
941,-0.2254681185546542,-0.22680211011959017,-0.22418850539154989,-0.41309657090140295,-0.23455634816746251,-0.2344342938814934,-0.23423061037212356,-0.3591695461897486,-0.3675680454611917,0.0714376263637575,2.92156023710944
940,-0.2247646517843842,-0.22809476017857666,-0.22543128913409538,-0.35819540920112347,-0.23192659575586072,-0.23394447227506332,-0.2333995726756175,-0.3608509086192534,-0.3678780762833348,-0.1881455757155137,-3.357365818328711
939,-0.22410608714838687,-0.22011598912483277,-0.22694359224249383,-0.1158548714879245,-0.22878467060805863,-0.2335370365657391,-0.2323399808786295,-0.2958035010192357,-0.3366505410054441,-0.2353175984678566,-3.87370877153609
938,-0.22711453014464789,-0.2305166217833443,-0.23169012774113074,-0.4316057409027323,-0.2267719216096571,-0.23325992036638266,-0.23165656665030343,-0.30457811119821376,-0.3391579894435651,-0.2625153763135085,-10.056112160863378
937,-0.2284466267947336,-0.23154182700254045,-0.23386125596605933,-0.5150270974970548,-0.22829346400725825,-0.23329287472522497,-0.2319975244067597,-0.36671186719805837,-0.33659814851166003,-0.30538390091852186,-5.161050184331324
936,-0.23066179875217951,-0.22787188947875148,-0.22505695668152148,-0.45125610043575826,-0.22846718341485828,-0.23133508622490628,-0.2316782980237917,-0.3743443042495844,-0.3661417830056434,-0.3305868409160183,15.801318883723777
935,-0.22584230300692554,-0.22946170047083814,-0.2266890461747435,-0.3699799993387405,-0.22871877703965837,-0.23014573345577616,-0.2310525843388661,-0.37670138630748595,-0.3681629667533741,-0.35014477994045523,-4.100069714489204
934,-0.22304340330393646,-0.21680264472076405,-0.21616281760836564,-0.1898111860332633,-0.22656226025565696,-0.2274959034197671,-0.2298925786092072,-0.39149367861868845,-0.34301099980698135,-0.3388963103556305,18.880120919224716
933,-0.21448206303596973,-0.2106216973122771,-0.2068194795921211,0.1488152092803381,-0.22158729584145354,-0.2240012434570713,-0.22906154091270148,-0.2754014096699645,-0.2893000453970994,-0.3217976210713499,16.423689143942237
932,-0.2044090175808273,-0.2057928321493967,-0.20328578123982355,-0.43565415094915605,-0.21547117462904908,-0.22170342589051506,-0.22783559170487067,-0.2595257155638421,-0.31245154424589494,-0.32692408459484534,5.53629067254369
931,-0.2043192133122821,-0.20681803736859283,-0.20593605500404666,-0.4008890575306483,-0.21164635249964647,-0.21987745482556587,-0.2267482736727422,-0.2494516059210945,-0.3112295220108373,-0.33818900089399706,-5.89949206629399
930,-0.20330143160210434,-0.20701119197510798,-0.20975424602030057,-0.3092417938233877,-0.20825882405144402,-0.21830912692974835,-0.22571865618401432,-0.23730311939949822,-0.3063290640173716,-0.3358895840008844,-8.087416442625244
929,-0.21271591242124943,-0.20918046678674052,-0.21066761720458083,-0.15714011513132387,-0.2071595995240434,-0.2166808820178534,-0.2247002790608834,-0.23076845046862227,-0.3104618864997023,-0.3223174178405409,-2.70049665088274
928,-0.21240159748134146,-0.2087792995270551,-0.20698418587125367,-0.40120750566581365,-0.20719254630824324,-0.21420930510467384,-0.22332520766945985,-0.3407806492552029,-0.30741889828106794,-0.32204915757362285,5.845747027584144
927,-0.2080311230788131,-0.21198863760453857,-0.20761306439157778,-0.42994820329067296,-0.208058148184044,-0.2115834418750957,-0.22202806947951204,-0.3396393803020974,-0.29890215147959454,-0.3165007212295524,-2.166532163314482
926,-0.1986016748815772,-0.20430702748389507,-0.19822480648102447,-0.2811133805467406,-0.2065156396510428,-0.20889915955484217,-0.21970580994707523,-0.3156825777408778,-0.28187016629777417,-0.3227680024030385,16.31917040462671
925,-0.19837716421021434,-0.1951396126977497,-0.19202586106640085,-0.25455862343330027,-0.2029693676062404,-0.20543146224938102,-0.21737605683757333,-0.3047451825247116,-0.2703160124358335,-0.31799278830987243,10.324818376979604
924,-0.1942162331009578,-0.18771058937024143,-0.1871445658848372,-0.06770440842585035,-0.19826396779003697,-0.20252848282044633,-0.21459818781958573,-0.28685679632294503,-0.2580926224008917,-0.29927088639932864,7.85663144302907
923,-0.18541541478353762,-0.18843863365633717,-0.19266971288482804,-0.14017245510920973,-0.19540059272683508,-0.20111294331562535,-0.21214179325768567,-0.2346461528499575,-0.28702147472453077,-0.28685714317735933,-11.028829796411005
922,-0.19128262699515108,-0.19467901325144432,-0.19816491328861274,-0.19810439921893352,-0.19351064537863394,-0.20060065282816608,-0.21073599820029576,-0.1882741649885573,-0.2632417687573675,-0.28654246438899467,-11.042783147808112
921,-0.1945455154189566,-0.19962674278756487,-0.20503765711786948,0.08732407986181046,-0.1948734441796346,-0.20051077730405054,-0.2097775696936851,-0.11458154460494896,-0.21436962819759287,-0.26144951336770983,-13.657634589517013
920,-0.20367561605437556,-0.2008153865199661,-0.19588897197696342,-0.19324379574260075,-0.1956461960272351,-0.19912369838186617,-0.20829908693876464,-0.10231772562224639,-0.20275775208722213,-0.25317822649918464,15.825367900564384
919,-0.19536872121395332,-0.19629854033684113,-0.19823977977912743,-0.22652413728800314,-0.19786561121743662,-0.1978804202982668,-0.20686256821540838,-0.1340838820154865,-0.20970337772432546,-0.2587275947397789,-5.305030687799992
918,-0.19695526329158364,-0.19317835053928756,-0.1870696993943225,0.11132673133680426,-0.19674542055463595,-0.19588817951370352,-0.20462948225004463,-0.08378054409485003,-0.15839659518612248,-0.23150294301328933,19.344333719214145
917,-0.18986072607652027,-0.18794831811672175,-0.18597664863280672,-0.1631916342677151,-0.1943073585238343,-0.19372367730791895,-0.20223303630466438,-0.07679750515185169,-0.13169316683070476,-0.21386060544608465,0.975762579968384
916,-0.1839935138649067,-0.18111361665541414,-0.17518090070057546,0.6411716884188203,-0.18833500509703005,-0.19141837011435314,-0.19973692578432012,0.033979725595811416,-0.039368642817675825,-0.1590822165882093,18.372753538204456
915,-0.17010378699659723,-0.17023752650394186,-0.16432525957593247,-0.134348470681383,-0.1820212031794256,-0.18864720812078817,-0.19661585093675638,0.04575961037542342,-0.02733511272182143,-0.14726677612097072,18.22622129181467
914,-0.16476043301816357,-0.1706535518102824,-0.16676590716671436,-0.6312380640467852,-0.17572537223502127,-0.18660853164876512,-0.19414371986301993,-0.03518880821242287,-0.0837471465617271,-0.169401560152322,-5.300731324820382
